,type,date,start_time,end_time,usage,units,cost,notes,solar_generated,usage_adjusted,grid_sell
23970,Electric usage,2023-10-06 00:00:00-07:00,17:30:00,17:44:00,0.18,kWh,$0.06,,0.07295033803555556,0.10704966196444443,0.0
23971,Electric usage,2023-10-06 00:00:00-07:00,17:45:00,17:59:00,0.18,kWh,$0.06,,0.045528953680000005,0.13447104631999998,0.0
23972,Electric usage,2023-10-06 00:00:00-07:00,18:00:00,18:14:00,0.22,kWh,$0.08,,0.033709391457777786,0.1862906085422222,0.0
23973,Electric usage,2023-10-06 00:00:00-07:00,18:15:00,18:29:00,0.22,kWh,$0.08,,0.02217349872888889,0.19782650127111112,0.0
23974,Electric usage,2023-10-06 00:00:00-07:00,18:30:00,18:44:00,0.22,kWh,$0.08,,0.010637606,0.209362394,0.0
23975,Electric usage,2023-10-06 00:00:00-07:00,18:45:00,18:59:00,0.22,kWh,$0.08,,0.002363912444444445,0.21763608755555555,0.0
23976,Electric usage,2023-10-06 00:00:00-07:00,19:00:00,19:14:00,0.22,kWh,$0.08,,0.00014183474666666667,0.21985816525333332,0.0
23977,Electric usage,2023-10-06 00:00:00-07:00,19:15:00,19:29:00,0.22,kWh,$0.08,,0.0,0.22,0.0
23978,Electric usage,2023-10-06 00:00:00-07:00,19:30:00,19:44:00,0.22,kWh,$0.08,,0.0,0.22,0.0
23979,Electric usage,2023-10-06 00:00:00-07:00,19:45:00,19:59:00,0.22,kWh,$0.08,,0.0,0.22,0.0
23980,Electric usage,2023-10-06 00:00:00-07:00,20:00:00,20:14:00,0.25,kWh,$0.09,,0.0,0.25,0.0
23981,Electric usage,2023-10-06 00:00:00-07:00,20:15:00,20:29:00,0.25,kWh,$0.09,,0.0,0.25,0.0
23982,Electric usage,2023-10-06 00:00:00-07:00,20:30:00,20:44:00,0.25,kWh,$0.09,,0.0,0.25,0.0
23983,Electric usage,2023-10-06 00:00:00-07:00,20:45:00,20:59:00,0.25,kWh,$0.09,,0.0,0.25,0.0
23984,Electric usage,2023-10-06 00:00:00-07:00,21:00:00,21:14:00,0.24,kWh,$0.08,,0.0,0.24,0.0
23985,Electric usage,2023-10-06 00:00:00-07:00,21:15:00,21:29:00,0.24,kWh,$0.08,,0.0,0.24,0.0
23986,Electric usage,2023-10-06 00:00:00-07:00,21:30:00,21:44:00,0.24,kWh,$0.08,,0.0,0.24,0.0
23987,Electric usage,2023-10-06 00:00:00-07:00,21:45:00,21:59:00,0.24,kWh,$0.08,,0.0,0.24,0.0
23988,Electric usage,2023-10-06 00:00:00-07:00,22:00:00,22:14:00,0.16,kWh,$0.05,,0.0,0.16,0.0
23989,Electric usage,2023-10-06 00:00:00-07:00,22:15:00,22:29:00,0.16,kWh,$0.05,,0.0,0.16,0.0
23990,Electric usage,2023-10-06 00:00:00-07:00,22:30:00,22:44:00,0.16,kWh,$0.05,,0.0,0.16,0.0
23991,Electric usage,2023-10-06 00:00:00-07:00,22:45:00,22:59:00,0.16,kWh,$0.05,,0.0,0.16,0.0
23992,Electric usage,2023-10-06 00:00:00-07:00,23:00:00,23:14:00,0.12,kWh,$0.04,,0.0,0.12,0.0
23993,Electric usage,2023-10-06 00:00:00-07:00,23:15:00,23:29:00,0.12,kWh,$0.04,,0.0,0.12,0.0
23994,Electric usage,2023-10-06 00:00:00-07:00,23:30:00,23:44:00,0.12,kWh,$0.04,,0.0,0.12,0.0
23995,Electric usage,2023-10-06 00:00:00-07:00,23:45:00,23:59:00,0.12,kWh,$0.04,,0.0,0.12,0.0
23996,Electric usage,2023-10-07 00:00:00-07:00,00:00:00,00:14:00,0.11,kWh,$0.04,,0.0,0.11,0.0
23997,Electric usage,2023-10-07 00:00:00-07:00,00:15:00,00:29:00,0.11,kWh,$0.04,,0.0,0.11,0.0
23998,Electric usage,2023-10-07 00:00:00-07:00,00:30:00,00:44:00,0.11,kWh,$0.04,,0.0,0.11,0.0
23999,Electric usage,2023-10-07 00:00:00-07:00,00:45:00,00:59:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24000,Electric usage,2023-10-07 00:00:00-07:00,01:00:00,01:14:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24001,Electric usage,2023-10-07 00:00:00-07:00,01:15:00,01:29:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24002,Electric usage,2023-10-07 00:00:00-07:00,01:30:00,01:44:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24003,Electric usage,2023-10-07 00:00:00-07:00,01:45:00,01:59:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24004,Electric usage,2023-10-07 00:00:00-07:00,02:00:00,02:14:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24005,Electric usage,2023-10-07 00:00:00-07:00,02:15:00,02:29:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24006,Electric usage,2023-10-07 00:00:00-07:00,02:30:00,02:44:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24007,Electric usage,2023-10-07 00:00:00-07:00,02:45:00,02:59:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24008,Electric usage,2023-10-07 00:00:00-07:00,03:00:00,03:14:00,0.1,kWh,$0.03,,0.0,0.1,0.0
24009,Electric usage,2023-10-07 00:00:00-07:00,03:15:00,03:29:00,0.1,kWh,$0.03,,0.0,0.1,0.0
24010,Electric usage,2023-10-07 00:00:00-07:00,03:30:00,03:44:00,0.1,kWh,$0.03,,0.0,0.1,0.0
24011,Electric usage,2023-10-07 00:00:00-07:00,03:45:00,03:59:00,0.1,kWh,$0.03,,0.0,0.1,0.0
24012,Electric usage,2023-10-07 00:00:00-07:00,04:00:00,04:14:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24013,Electric usage,2023-10-07 00:00:00-07:00,04:15:00,04:29:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24014,Electric usage,2023-10-07 00:00:00-07:00,04:30:00,04:44:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24015,Electric usage,2023-10-07 00:00:00-07:00,04:45:00,04:59:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24016,Electric usage,2023-10-07 00:00:00-07:00,05:00:00,05:14:00,0.18,kWh,$0.06,,0.0,0.18,0.0
24017,Electric usage,2023-10-07 00:00:00-07:00,05:15:00,05:29:00,0.18,kWh,$0.06,,0.0,0.18,0.0
24018,Electric usage,2023-10-07 00:00:00-07:00,05:30:00,05:44:00,0.18,kWh,$0.06,,0.0,0.18,0.0
24019,Electric usage,2023-10-07 00:00:00-07:00,05:45:00,05:59:00,0.18,kWh,$0.06,,0.0,0.18,0.0
24020,Electric usage,2023-10-07 00:00:00-07:00,06:00:00,06:14:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24021,Electric usage,2023-10-07 00:00:00-07:00,06:15:00,06:29:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24022,Electric usage,2023-10-07 00:00:00-07:00,06:30:00,06:44:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24023,Electric usage,2023-10-07 00:00:00-07:00,06:45:00,06:59:00,0.14,kWh,$0.04,,0.00018911299555555557,0.13981088700444447,0.0
24024,Electric usage,2023-10-07 00:00:00-07:00,07:00:00,07:14:00,0.13,kWh,$0.04,,0.0027421384355555555,0.12725786156444444,0.0
24025,Electric usage,2023-10-07 00:00:00-07:00,07:15:00,07:29:00,0.13,kWh,$0.04,,0.011204944986666668,0.11879505501333333,0.0
24026,Electric usage,2023-10-07 00:00:00-07:00,07:30:00,07:44:00,0.13,kWh,$0.04,,0.02174799448888889,0.10825200551111111,0.0
24027,Electric usage,2023-10-07 00:00:00-07:00,07:45:00,07:59:00,0.13,kWh,$0.04,,0.03025807928888889,0.09974192071111111,0.0
24028,Electric usage,2023-10-07 00:00:00-07:00,08:00:00,08:14:00,0.13,kWh,$0.04,,0.03697159063111111,0.0930284093688889,0.0
24029,Electric usage,2023-10-07 00:00:00-07:00,08:15:00,08:29:00,0.13,kWh,$0.04,,0.042266754506666664,0.08773324549333333,0.0
24030,Electric usage,2023-10-07 00:00:00-07:00,08:30:00,08:44:00,0.13,kWh,$0.04,,0.04694730114666667,0.08305269885333333,0.0
24031,Electric usage,2023-10-07 00:00:00-07:00,08:45:00,08:59:00,0.13,kWh,$0.04,,0.07829278016,0.05170721984,0.0
24032,Electric usage,2023-10-07 00:00:00-07:00,09:00:00,09:14:00,0.14,kWh,$0.04,,0.1513376746933334,0.0,0.011337674693333383
24033,Electric usage,2023-10-07 00:00:00-07:00,09:15:00,09:29:00,0.14,kWh,$0.04,,0.35699805736000007,0.0,0.21699805736000005
24034,Electric usage,2023-10-07 00:00:00-07:00,09:30:00,09:44:00,0.14,kWh,$0.04,,0.41727782469333335,0.0,0.27727782469333334
24035,Electric usage,2023-10-07 00:00:00-07:00,09:45:00,09:59:00,0.14,kWh,$0.04,,0.47519367958222225,0.0,0.33519367958222224
24036,Electric usage,2023-10-07 00:00:00-07:00,10:00:00,10:14:00,0.2,kWh,$0.06,,0.5338187082044445,0.0,0.33381870820444454
24037,Electric usage,2023-10-07 00:00:00-07:00,10:15:00,10:29:00,0.2,kWh,$0.06,,0.5868649034577779,0.0,0.38686490345777785
24038,Electric usage,2023-10-07 00:00:00-07:00,10:30:00,10:44:00,0.2,kWh,$0.06,,0.6376417427644444,0.0,0.4376417427644444
24039,Electric usage,2023-10-07 00:00:00-07:00,10:45:00,10:59:00,0.2,kWh,$0.06,,0.6813741229866667,0.0,0.48137412298666665
24040,Electric usage,2023-10-07 00:00:00-07:00,11:00:00,11:14:00,0.23,kWh,$0.07,,0.7248701119644444,0.0,0.4948701119644444
24041,Electric usage,2023-10-07 00:00:00-07:00,11:15:00,11:29:00,0.23,kWh,$0.07,,0.7596196248977778,0.0,0.5296196248977778
24042,Electric usage,2023-10-07 00:00:00-07:00,11:30:00,11:44:00,0.23,kWh,$0.07,,0.7929980686133333,0.0,0.5629980686133333
24043,Electric usage,2023-10-07 00:00:00-07:00,11:45:00,11:59:00,0.23,kWh,$0.07,,0.8198993922311112,0.0,0.5898993922311112
24044,Electric usage,2023-10-07 00:00:00-07:00,12:00:00,12:14:00,0.57,kWh,$0.18,,0.8395671437688889,0.0,0.2695671437688889
24045,Electric usage,2023-10-07 00:00:00-07:00,12:15:00,12:29:00,0.57,kWh,$0.18,,0.8534669489422221,0.0,0.28346694894222213
24046,Electric usage,2023-10-07 00:00:00-07:00,12:30:00,12:44:00,0.57,kWh,$0.18,,0.8610314687644445,0.0,0.2910314687644445
24047,Electric usage,2023-10-07 00:00:00-07:00,12:45:00,12:59:00,0.57,kWh,$0.18,,0.8615515295022222,0.0,0.2915515295022223
24048,Electric usage,2023-10-07 00:00:00-07:00,13:00:00,13:14:00,0.14,kWh,$0.04,,0.8566818698666667,0.0,0.7166818698666667
24049,Electric usage,2023-10-07 00:00:00-07:00,13:15:00,13:29:00,0.14,kWh,$0.04,,0.8468007158488889,0.0,0.7068007158488889
24050,Electric usage,2023-10-07 00:00:00-07:00,13:30:00,13:44:00,0.14,kWh,$0.04,,0.8296859897511112,0.0,0.6896859897511112
24051,Electric usage,2023-10-07 00:00:00-07:00,13:45:00,13:59:00,0.14,kWh,$0.04,,0.8064250912977777,0.0,0.6664250912977777
24052,Electric usage,2023-10-07 00:00:00-07:00,14:00:00,14:14:00,0.44,kWh,$0.14,,0.7796656024266665,0.0,0.3396656024266665
24053,Electric usage,2023-10-07 00:00:00-07:00,14:15:00,14:29:00,0.44,kWh,$0.14,,0.7502585316177777,0.0,0.31025853161777767
24054,Electric usage,2023-10-07 00:00:00-07:00,14:30:00,14:44:00,0.44,kWh,$0.14,,0.7206150695644444,0.0,0.28061506956444443
24055,Electric usage,2023-10-07 00:00:00-07:00,14:45:00,14:59:00,0.44,kWh,$0.14,,0.6866692868622223,0.0,0.24666928686222228
24056,Electric usage,2023-10-07 00:00:00-07:00,15:00:00,15:14:00,0.79,kWh,$0.25,,0.6476647315288889,0.1423352684711111,0.0
24057,Electric usage,2023-10-07 00:00:00-07:00,15:15:00,15:29:00,0.79,kWh,$0.25,,0.6024194473422223,0.18758055265777773,0.0
24058,Electric usage,2023-10-07 00:00:00-07:00,15:30:00,15:44:00,0.79,kWh,$0.25,,0.55400652048,0.23599347952000005,0.0
24059,Electric usage,2023-10-07 00:00:00-07:00,15:45:00,15:59:00,0.79,kWh,$0.25,,0.500771212231111,0.28922878776888905,0.0
24060,Electric usage,2023-10-07 00:00:00-07:00,16:00:00,16:14:00,0.22,kWh,$0.08,,0.44630666951111114,0.0,0.22630666951111114
24061,Electric usage,2023-10-07 00:00:00-07:00,16:15:00,16:29:00,0.22,kWh,$0.08,,0.3905183358222222,0.0,0.17051833582222217
24062,Electric usage,2023-10-07 00:00:00-07:00,16:30:00,16:44:00,0.22,kWh,$0.08,,0.3187499540088889,0.0,0.09874995400888889
24063,Electric usage,2023-10-07 00:00:00-07:00,16:45:00,16:59:00,0.22,kWh,$0.08,,0.2409772345866667,0.0,0.0209772345866667
24064,Electric usage,2023-10-07 00:00:00-07:00,17:00:00,17:14:00,0.3,kWh,$0.10,,0.17237649544888892,0.12762350455111107,0.0
24065,Electric usage,2023-10-07 00:00:00-07:00,17:15:00,17:29:00,0.3,kWh,$0.10,,0.12481457706666667,0.17518542293333333,0.0
24066,Electric usage,2023-10-07 00:00:00-07:00,17:30:00,17:44:00,0.3,kWh,$0.10,,0.06704055692444444,0.23295944307555555,0.0
24067,Electric usage,2023-10-07 00:00:00-07:00,17:45:00,17:59:00,0.3,kWh,$0.10,,0.04240858925333334,0.25759141074666664,0.0
24068,Electric usage,2023-10-07 00:00:00-07:00,18:00:00,18:14:00,0.27,kWh,$0.09,,0.03125092251555556,0.23874907748444446,0.0
24069,Electric usage,2023-10-07 00:00:00-07:00,18:15:00,18:29:00,0.27,kWh,$0.09,,0.02075515126222222,0.2492448487377778,0.0
24070,Electric usage,2023-10-07 00:00:00-07:00,18:30:00,18:44:00,0.27,kWh,$0.09,,0.009597484524444444,0.2604025154755556,0.0
24071,Electric usage,2023-10-07 00:00:00-07:00,18:45:00,18:59:00,0.27,kWh,$0.09,,0.0019856864533333335,0.26801431354666666,0.0
24072,Electric usage,2023-10-07 00:00:00-07:00,19:00:00,19:14:00,0.2,kWh,$0.07,,9.455649777777779e-05,0.19990544350222222,0.0
24073,Electric usage,2023-10-07 00:00:00-07:00,19:15:00,19:29:00,0.2,kWh,$0.07,,0.0,0.2,0.0
24074,Electric usage,2023-10-07 00:00:00-07:00,19:30:00,19:44:00,0.2,kWh,$0.07,,0.0,0.2,0.0
24075,Electric usage,2023-10-07 00:00:00-07:00,19:45:00,19:59:00,0.2,kWh,$0.07,,0.0,0.2,0.0
24076,Electric usage,2023-10-07 00:00:00-07:00,20:00:00,20:14:00,0.23,kWh,$0.08,,0.0,0.23,0.0
24077,Electric usage,2023-10-07 00:00:00-07:00,20:15:00,20:29:00,0.23,kWh,$0.08,,0.0,0.23,0.0
24078,Electric usage,2023-10-07 00:00:00-07:00,20:30:00,20:44:00,0.23,kWh,$0.08,,0.0,0.23,0.0
24079,Electric usage,2023-10-07 00:00:00-07:00,20:45:00,20:59:00,0.23,kWh,$0.08,,0.0,0.23,0.0
24080,Electric usage,2023-10-07 00:00:00-07:00,21:00:00,21:14:00,0.27,kWh,$0.09,,0.0,0.27,0.0
24081,Electric usage,2023-10-07 00:00:00-07:00,21:15:00,21:29:00,0.27,kWh,$0.09,,0.0,0.27,0.0
24082,Electric usage,2023-10-07 00:00:00-07:00,21:30:00,21:44:00,0.27,kWh,$0.09,,0.0,0.27,0.0
24083,Electric usage,2023-10-07 00:00:00-07:00,21:45:00,21:59:00,0.27,kWh,$0.09,,0.0,0.27,0.0
24084,Electric usage,2023-10-07 00:00:00-07:00,22:00:00,22:14:00,0.19,kWh,$0.06,,0.0,0.19,0.0
24085,Electric usage,2023-10-07 00:00:00-07:00,22:15:00,22:29:00,0.19,kWh,$0.06,,0.0,0.19,0.0
24086,Electric usage,2023-10-07 00:00:00-07:00,22:30:00,22:44:00,0.19,kWh,$0.06,,0.0,0.19,0.0
24087,Electric usage,2023-10-07 00:00:00-07:00,22:45:00,22:59:00,0.19,kWh,$0.06,,0.0,0.19,0.0
24088,Electric usage,2023-10-07 00:00:00-07:00,23:00:00,23:14:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24089,Electric usage,2023-10-07 00:00:00-07:00,23:15:00,23:29:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24090,Electric usage,2023-10-07 00:00:00-07:00,23:30:00,23:44:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24091,Electric usage,2023-10-07 00:00:00-07:00,23:45:00,23:59:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24092,Electric usage,2023-10-08 00:00:00-07:00,00:00:00,00:14:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24093,Electric usage,2023-10-08 00:00:00-07:00,00:15:00,00:29:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24094,Electric usage,2023-10-08 00:00:00-07:00,00:30:00,00:44:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24095,Electric usage,2023-10-08 00:00:00-07:00,00:45:00,00:59:00,0.12,kWh,$0.04,,0.0,0.12,0.0
24096,Electric usage,2023-10-08 00:00:00-07:00,01:00:00,01:14:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24097,Electric usage,2023-10-08 00:00:00-07:00,01:15:00,01:29:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24098,Electric usage,2023-10-08 00:00:00-07:00,01:30:00,01:44:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24099,Electric usage,2023-10-08 00:00:00-07:00,01:45:00,01:59:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24100,Electric usage,2023-10-08 00:00:00-07:00,02:00:00,02:14:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24101,Electric usage,2023-10-08 00:00:00-07:00,02:15:00,02:29:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24102,Electric usage,2023-10-08 00:00:00-07:00,02:30:00,02:44:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24103,Electric usage,2023-10-08 00:00:00-07:00,02:45:00,02:59:00,0.11,kWh,$0.03,,0.0,0.11,0.0
24104,Electric usage,2023-10-08 00:00:00-07:00,03:00:00,03:14:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24105,Electric usage,2023-10-08 00:00:00-07:00,03:15:00,03:29:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24106,Electric usage,2023-10-08 00:00:00-07:00,03:30:00,03:44:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24107,Electric usage,2023-10-08 00:00:00-07:00,03:45:00,03:59:00,0.11,kWh,$0.04,,0.0,0.11,0.0
24108,Electric usage,2023-10-08 00:00:00-07:00,04:00:00,04:14:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24109,Electric usage,2023-10-08 00:00:00-07:00,04:15:00,04:29:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24110,Electric usage,2023-10-08 00:00:00-07:00,04:30:00,04:44:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24111,Electric usage,2023-10-08 00:00:00-07:00,04:45:00,04:59:00,0.17,kWh,$0.06,,0.0,0.17,0.0
24112,Electric usage,2023-10-08 00:00:00-07:00,05:00:00,05:14:00,0.16,kWh,$0.05,,0.0,0.16,0.0
24113,Electric usage,2023-10-08 00:00:00-07:00,05:15:00,05:29:00,0.16,kWh,$0.05,,0.0,0.16,0.0
24114,Electric usage,2023-10-08 00:00:00-07:00,05:30:00,05:44:00,0.16,kWh,$0.05,,0.0,0.16,0.0
24115,Electric usage,2023-10-08 00:00:00-07:00,05:45:00,05:59:00,0.16,kWh,$0.05,,0.0,0.16,0.0
24116,Electric usage,2023-10-08 00:00:00-07:00,06:00:00,06:14:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24117,Electric usage,2023-10-08 00:00:00-07:00,06:15:00,06:29:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24118,Electric usage,2023-10-08 00:00:00-07:00,06:30:00,06:44:00,0.14,kWh,$0.04,,0.0,0.14,0.0
24119,Electric usage,2023-10-08 00:00:00-07:00,06:45:00,06:59:00,0.14,kWh,$0.04,,0.00014183474666666667,0.13985816525333333,0.0
24120,Electric usage,2023-10-08 00:00:00-07:00,07:00:00,07:14:00,0.14,kWh,$0.04,,0.002363912444444445,0.13763608755555556,0.0
24121,Electric usage,2023-10-08 00:00:00-07:00,07:15:00,07:29:00,0.14,kWh,$0.04,,0.010070267013333334,0.12992973298666669,0.0
24122,Electric usage,2023-10-08 00:00:00-07:00,07:30:00,07:44:00,0.14,kWh,$0.04,,0.019667751537777778,0.12033224846222224,0.0
24123,Electric usage,2023-10-08 00:00:00-07:00,07:45:00,07:59:00,0.14,kWh,$0.04,,0.028036001591111113,0.1119639984088889,0.0
24124,Electric usage,2023-10-08 00:00:00-07:00,08:00:00,08:14:00,0.14,kWh,$0.04,,0.03588419090666667,0.10411580909333334,0.0
24125,Electric usage,2023-10-08 00:00:00-07:00,08:15:00,08:29:00,0.14,kWh,$0.04,,0.04359054547555556,0.09640945452444445,0.0
24126,Electric usage,2023-10-08 00:00:00-07:00,08:30:00,08:44:00,0.14,kWh,$0.04,,0.05106050880000001,0.0889394912,0.0
24127,Electric usage,2023-10-08 00:00:00-07:00,08:45:00,08:59:00,0.14,kWh,$0.04,,0.07332856402666668,0.06667143597333333,0.0
24128,Electric usage,2023-10-08 00:00:00-07:00,09:00:00,09:14:00,0.13,kWh,$0.04,,0.19743396736000002,0.0,0.06743396736000001
24129,Electric usage,2023-10-08 00:00:00-07:00,09:15:00,09:29:00,0.13,kWh,$0.04,,0.3554378751466667,0.0,0.2254378751466667
24130,Electric usage,2023-10-08 00:00:00-07:00,09:30:00,09:44:00,0.13,kWh,$0.04,,0.41254999980444446,0.0,0.28254999980444445
24131,Electric usage,2023-10-08 00:00:00-07:00,09:45:00,09:59:00,0.13,kWh,$0.04,,0.47292432363555564,0.0,0.34292432363555564
24132,Electric usage,2023-10-08 00:00:00-07:00,10:00:00,10:14:00,0.17,kWh,$0.05,,0.5328258649777777,0.0,0.3628258649777777
24133,Electric usage,2023-10-08 00:00:00-07:00,10:15:00,10:29:00,0.17,kWh,$0.05,,0.5875740771911111,0.0,0.41757407719111106
24134,Electric usage,2023-10-08 00:00:00-07:00,10:30:00,10:44:00,0.17,kWh,$0.05,,0.6350887173244445,0.0,0.46508871732444446
24135,Electric usage,2023-10-08 00:00:00-07:00,10:45:00,10:59:00,0.17,kWh,$0.05,,0.6809486187466668,0.0,0.5109486187466667
24136,Electric usage,2023-10-08 00:00:00-07:00,11:00:00,11:14:00,0.14,kWh,$0.05,,0.7212296868000001,0.0,0.5812296868000001
24137,Electric usage,2023-10-08 00:00:00-07:00,11:15:00,11:29:00,0.14,kWh,$0.05,,0.7551281912533333,0.0,0.6151281912533333
24138,Electric usage,2023-10-08 00:00:00-07:00,11:30:00,11:44:00,0.14,kWh,$0.05,,0.789026695706667,0.0,0.6490266957066669
24139,Electric usage,2023-10-08 00:00:00-07:00,11:45:00,11:59:00,0.14,kWh,$0.05,,0.8166844713066667,0.0,0.6766844713066666
24140,Electric usage,2023-10-08 00:00:00-07:00,12:00:00,12:14:00,0.13,kWh,$0.04,,0.8368722835822223,0.0,0.7068722835822223
24141,Electric usage,2023-10-08 00:00:00-07:00,12:15:00,12:29:00,0.13,kWh,$0.04,,0.8493537412888891,0.0,0.7193537412888891
24142,Electric usage,2023-10-08 00:00:00-07:00,12:30:00,12:44:00,0.13,kWh,$0.04,,0.8561145308800001,0.0,0.7261145308800001
24143,Electric usage,2023-10-08 00:00:00-07:00,12:45:00,12:59:00,0.13,kWh,$0.04,,0.8573437653511112,0.0,0.7273437653511112
24144,Electric usage,2023-10-08 00:00:00-07:00,13:00:00,13:14:00,0.15,kWh,$0.05,,0.8531360011999998,0.0,0.7031360011999997
24145,Electric usage,2023-10-08 00:00:00-07:00,13:15:00,13:29:00,0.15,kWh,$0.05,,0.8439640209155557,0.0,0.6939640209155556
24146,Electric usage,2023-10-08 00:00:00-07:00,13:30:00,13:44:00,0.15,kWh,$0.05,,0.8278421380444445,0.0,0.6778421380444445
24147,Electric usage,2023-10-08 00:00:00-07:00,13:45:00,13:59:00,0.15,kWh,$0.05,,0.8106328554488887,0.0,0.6606328554488887
24148,Electric usage,2023-10-08 00:00:00-07:00,14:00:00,14:14:00,0.14,kWh,$0.04,,0.7834951405866666,0.0,0.6434951405866666
24149,Electric usage,2023-10-08 00:00:00-07:00,14:15:00,14:29:00,0.14,kWh,$0.04,,0.7519605485777778,0.0,0.6119605485777778
24150,Electric usage,2023-10-08 00:00:00-07:00,14:30:00,14:44:00,0.14,kWh,$0.04,,0.7232626515022221,0.0,0.5832626515022221
24151,Electric usage,2023-10-08 00:00:00-07:00,14:45:00,14:59:00,0.14,kWh,$0.04,,0.6874257388444445,0.0,0.5474257388444445
24152,Electric usage,2023-10-08 00:00:00-07:00,15:00:00,15:14:00,0.15,kWh,$0.05,,0.6485157400088889,0.0,0.4985157400088889
24153,Electric usage,2023-10-08 00:00:00-07:00,15:15:00,15:29:00,0.15,kWh,$0.05,,0.6012374911199999,0.0,0.4512374911199999
24154,Electric usage,2023-10-08 00:00:00-07:00,15:30:00,15:44:00,0.15,kWh,$0.05,,0.553628294488889,0.0,0.40362829448888893
24155,Electric usage,2023-10-08 00:00:00-07:00,15:45:00,15:59:00,0.15,kWh,$0.05,,0.5017640554577777,0.0,0.35176405545777767
24156,Electric usage,2023-10-08 00:00:00-07:00,16:00:00,16:14:00,0.16,kWh,$0.06,,0.44659033900444445,0.0,0.2865903390044444
24157,Electric usage,2023-10-08 00:00:00-07:00,16:15:00,16:29:00,0.16,kWh,$0.06,,0.3908492835644445,0.0,0.23084928356444448
24158,Electric usage,2023-10-08 00:00:00-07:00,16:30:00,16:44:00,0.16,kWh,$0.06,,0.3104762604533333,0.0,0.15047626045333332
24159,Electric usage,2023-10-08 00:00:00-07:00,16:45:00,16:59:00,0.16,kWh,$0.06,,0.23152158480888896,0.0,0.07152158480888895
24160,Electric usage,2023-10-08 00:00:00-07:00,17:00:00,17:14:00,0.2,kWh,$0.07,,0.17667881609777777,0.023321183902222237,0.0
24161,Electric usage,2023-10-08 00:00:00-07:00,17:15:00,17:29:00,0.2,kWh,$0.07,,0.12027586517333333,0.07972413482666668,0.0
24162,Electric usage,2023-10-08 00:00:00-07:00,17:30:00,17:44:00,0.2,kWh,$0.07,,0.06283279277333334,0.13716720722666667,0.0
24163,Electric usage,2023-10-08 00:00:00-07:00,17:45:00,17:59:00,0.2,kWh,$0.07,,0.041841250266666664,0.15815874973333335,0.0
24164,Electric usage,2023-10-08 00:00:00-07:00,18:00:00,18:14:00,0.19,kWh,$0.07,,0.02969074030222222,0.1603092596977778,0.0
24165,Electric usage,2023-10-08 00:00:00-07:00,18:15:00,18:29:00,0.19,kWh,$0.07,,0.019715029786666668,0.17028497021333333,0.0
24166,Electric usage,2023-10-08 00:00:00-07:00,18:30:00,18:44:00,0.19,kWh,$0.07,,0.008793754293333332,0.18120624570666666,0.0
24167,Electric usage,2023-10-08 00:00:00-07:00,18:45:00,18:59:00,0.19,kWh,$0.07,,0.0014656257155555557,0.18853437428444444,0.0
24168,Electric usage,2023-10-08 00:00:00-07:00,19:00:00,19:14:00,0.19,kWh,$0.06,,4.727824888888889e-05,0.1899527217511111,0.0
24169,Electric usage,2023-10-08 00:00:00-07:00,19:15:00,19:29:00,0.19,kWh,$0.06,,0.0,0.19,0.0
24170,Electric usage,2023-10-08 00:00:00-07:00,19:30:00,19:44:00,0.19,kWh,$0.06,,0.0,0.19,0.0
